Fecha,Total
30/03/2024,10
31/03/2024,32
01/04/2024,78
02/04/2024,82
03/04/2024,62
04/04/2024,59
05/04/2024,78
06/04/2024,22
07/04/2024,29
08/04/2024,74
09/04/2024,57
10/04/2024,66
11/04/2024,40
12/04/2024,32
13/04/2024,2
14/04/2024,16
15/04/2024,59
16/04/2024,65
17/04/2024,44
18/04/2024,38
19/04/2024,34
20/04/2024,16
21/04/2024,18
22/04/2024,65
23/04/2024,48
24/04/2024,58
25/04/2024,46
26/04/2024,32
27/04/2024,4
28/04/2024,18
29/04/2024,50
30/04/2024,38
01/05/2024,23
02/05/2024,48
03/05/2024,25
04/05/2024,14
05/05/2024,9
06/05/2024,28
07/05/2024,54
08/05/2024,33
09/05/2024,16
10/05/2024,33
11/05/2024,15
12/05/2024,14
13/05/2024,33
14/05/2024,23
15/05/2024,32
16/05/2024,29
17/05/2024,26
18/05/2024,5
19/05/2024,11
20/05/2024,33
21/05/2024,22
22/05/2024,27
23/05/2024,23
24/05/2024,11
25/05/2024,4
26/05/2024,8
27/05/2024,26
28/05/2024,18
29/05/2024,26
30/05/2024,13
31/05/2024,15
01/06/2024,4
02/06/2024,9
03/06/2024,36
04/06/2024,23
05/06/2024,28
06/06/2024,26
07/06/2024,24
08/06/2024,8
09/06/2024,5
10/06/2024,34
11/06/2024,28
12/06/2024,31
13/06/2024,36
14/06/2024,20
15/06/2024,6
16/06/2024,16
17/06/2024,50
18/06/2024,44
19/06/2024,26
20/06/2024,28
21/06/2024,29
22/06/2024,8
23/06/2024,8
24/06/2024,45
25/06/2024,42
26/06/2024,46
27/06/2024,49
28/06/2024,42
29/06/2024,12
30/06/2024,14
01/07/2024,68
02/07/2024,72
03/07/2024,55
04/07/2024,63
05/07/2024,56
06/07/2024,15
07/07/2024,30
08/07/2024,93
09/07/2024,88
10/07/2024,77
11/07/2024,92
12/07/2024,92
13/07/2024,22
14/07/2024,33
15/07/2024,157
16/07/2024,132
17/07/2024,156
18/07/2024,191
19/07/2024,163
20/07/2024,30
21/07/2024,59
22/07/2024,202
23/07/2024,185
24/07/2024,181
25/07/2024,160
26/07/2024,138
27/07/2024,38
28/07/2024,48
29/07/2024,193
30/07/2024,130
31/07/2024,146
01/08/2024,122
02/08/2024,67
03/08/2024,39
04/08/2024,40
05/08/2024,136
06/08/2024,121
07/08/2024,108
08/08/2024,93
09/08/2024,83
10/08/2024,23
11/08/2024,48
12/08/2024,135
13/08/2024,115
14/08/2024,90
15/08/2024,75
16/08/2024,61
17/08/2024,17
18/08/2024,28
19/08/2024,91
20/08/2024,65
21/08/2024,62
22/08/2024,46
23/08/2024,49
24/08/2024,12
25/08/2024,19
26/08/2024,67
27/08/2024,58
28/08/2024,69
29/08/2024,39
30/08/2024,42
31/08/2024,21
01/09/2024,13
02/09/2024,55
03/09/2024,47
04/09/2024,44
05/09/2024,48
06/09/2024,25
07/09/2024,12
08/09/2024,14
09/09/2024,50
10/09/2024,31
11/09/2024,34
12/09/2024,31
13/09/2024,19
14/09/2024,11
15/09/2024,9
16/09/2024,12
17/09/2024,34
18/09/2024,29
19/09/2024,23
20/09/2024,10
21/09/2024,11
22/09/2024,10
23/09/2024,33
24/09/2024,19
25/09/2024,16
26/09/2024,17
27/09/2024,8
28/09/2024,5
29/09/2024,3
30/09/2024,11
01/10/2024,16
02/10/2024,25
03/10/2024,16
04/10/2024,13
05/10/2024,4
06/10/2024,10
07/10/2024,13
08/10/2024,9
09/10/2024,10
10/10/2024,3
11/10/2024,7
12/10/2024,4
13/10/2024,4
14/10/2024,2
15/10/2024,7
16/10/2024,6
17/10/2024,5
18/10/2024,5
19/10/2024,2
20/10/2024,3
21/10/2024,5
22/10/2024,7
23/10/2024,8
24/10/2024,7
25/10/2024,1
26/10/2024,
27/10/2024,3
28/10/2024,5
29/10/2024,5
30/10/2024,1
31/10/2024,5
01/11/2024,5
02/11/2024,4
03/11/2024,7
04/11/2024,14
05/11/2024,10
06/11/2024,4
07/11/2024,5
08/11/2024,4
09/11/2024,1
10/11/2024,2
11/11/2024,4
12/11/2024,2
13/11/2024,3
14/11/2024,3
15/11/2024,3
16/11/2024,3
17/11/2024,1
18/11/2024,2
19/11/2024,2
20/11/2024,7
21/11/2024,3
22/11/2024,3
23/11/2024,
24/11/2024,1
25/11/2024,3
26/11/2024,2
27/11/2024,
28/11/2024,1
29/11/2024,4
30/11/2024,
01/12/2024,1
